glottocode,glottocode.1,language_name,iso_code,family_id,macroarea,lat,lng,countries,speaker_count,endangerment_level,lei_score,intergenerational_transmission,level,description,country,name
moma1242,moma1242,Moma,myl,aust1307,Papunesia,-1.4313,120.009,ID,2478,Definitely Endangered,55.7,0.7361086886762028,language,,ID,Moma
moma1243,moma1243,Momare,msz,nucl1709,Papunesia,-6.3409,147.79,PG,115,Severely Endangered,81.7,0.5258743557766093,language,,PG,Momare
momb1254,momb1254,Mombo Dogon,dmb,dogo1299,Africa,14.376155,-3.664799,ML,2455,Definitely Endangered,53.5,0.7106135572383188,language,,ML,Mombo Dogon
momi1242,momi1242,Momina,mmb,soma1242,Papunesia,-4.812,139.821,ID,1976,Definitely Endangered,51.2,0.6476921171816707,language,,ID,Momina
momj1237,momj1237,Mom Jango,ver,atla1278,Africa,8.8658,12.7473,CM NG,549,Severely Endangered,84.3,0.3404244032954975,language,,CM NG,Mom Jango
momu1241,momu1241,Momuna,mqf,soma1242,Papunesia,-5.04431,139.26,ID,563,Severely Endangered,85.1,0.5870788865769849,language,,ID,Momuna
mona1241,mona1241,Monastic Sign Language,mzg,sign1238,Eurasia,41.9026,12.452,VA,10690,Vulnerable,43.9,0.8253830264267844,language,,VA,Monastic Sign Language
mond1265,mond1265,Mondropolon,npn,aust1307,Papunesia,-2.01359,146.931,PG,90,Critically Endangered,88.9,0.0763495358552487,language,,PG,Mondropolon
mond1267,mond1267,Mondzi,,sino1245,Eurasia,23.446095,105.416304,CN,40346,Vulnerable,50.7,0.8912017609394584,language,,CN,Mondzi
mong1264,mong1264,Mongolian Sign Language,msr,sign1238,Eurasia,48.6852,107.528,MN,54,Critically Endangered,96.4,0.2726297772693282,language,,MN,Mongolian Sign Language
mong1330,mong1330,Mongolia Buriat,bxm,mong1349,Eurasia,48.7686,109.005,CN MN RU,2206,Definitely Endangered,68.8,0.69607424690375,language,,CN MN RU,Mongolia Buriat
mong1338,mong1338,Mongo,lol,atla1278,Africa,-1.54228,20.4259,CD,172,Severely Endangered,74.8,0.5989790317208795,language,,CD,Mongo
mong1342,mong1342,Mongondow,mog,aust1307,Papunesia,0.64616,124.114,ID,341,Severely Endangered,81.0,0.3532386109333352,language,,ID,Mongondow
mong1344,mong1344,Mwakai,mgt,kera1258,Papunesia,-4.30038,143.965,PG,1238,Definitely Endangered,63.2,0.6883715215151419,language,,PG,Mwakai
mong1345,mong1345,Mongoba-Kazibati,,atla1278,Africa,2.80983,29.5637,CD,1111,Definitely Endangered,56.6,0.6308685142349281,language,,CD,Mongoba-Kazibati
moni1237,moni1237,Mangue,mom,otom1299,North America,13.5343,-85.1746,NI,116,Severely Endangered,75.8,0.4358292188253981,language,,NI,Mangue
moni1261,moni1261,Moni,mnz,nucl1709,Papunesia,-3.72962,136.886,ID,74,Critically Endangered,97.5,0.2985276076116385,language,,ID,Moni
monn1252,monn1252,Mon,mnw,aust1305,Eurasia,15.49394,98.122465,MM TH,3209,Definitely Endangered,53.0,0.6683265768098844,language,,MM TH,Mon
mono1268,mono1268,Monom,moo,aust1305,Eurasia,14.5948,108.348,VN,90,Critically Endangered,85.1,0.1348997193949791,language,,VN,Monom
mono1269,mono1269,Mono (Cameroon),mru,atla1278,Africa,8.78372,14.2254,CM,362,Severely Endangered,74.5,0.5956139176810559,language,,CM,Mono (Cameroon)
mono1270,mono1270,Mono (Democratic Republic of Congo),mnh,atla1278,Africa,4.57915,19.8264,CD CF,299,Severely Endangered,79.1,0.3600892092584814,language,,CD CF,Mono (Democratic Republic of Congo)
mono1273,mono1273,Mono-Alu,mte,aust1307,Papunesia,-7.05102,155.76,SB,433,Severely Endangered,74.4,0.5066837071490152,language,,SB,Mono-Alu
mono1275,mono1275,Mono (USA),mnr,utoa1244,North America,37.1935,-119.347,US,29,Critically Endangered,97.7,0.1677731009245892,language,,US,Mono (USA)
mons1234,mons1234,Monsang Naga,nmh,sino1245,Eurasia,24.5322,94.2164,IN,1176,Definitely Endangered,54.5,0.6988319730181303,language,,IN,Monsang Naga
mont1268,mont1268,Montagnais,moe,algi1248,North America,49.0533,-68.7376,CA,27,Critically Endangered,92.4,0.1569154842301545,language,,CA,Montagnais
mont1280,mont1280,Montol,mtl,afro1255,Africa,9.01778,9.65014,NG,215,Severely Endangered,76.4,0.4219542058439452,language,,NG,Montol
monz1249,monz1249,Monzombo,moj,atla1278,Africa,3.19008,18.5129,CD CF CG,1129,Definitely Endangered,60.0,0.7399628358735022,language,,CD CF CG,Monzombo
mooo1239,mooo1239,Moo,gwg,atla1278,Africa,9.44081,11.204,NG,1791,Definitely Endangered,58.6,0.7313021687847512,language,,NG,Moo
moos1236,moos1236,Moose Cree,crm,algi1248,North America,51.0686,-80.6912,CA,103,Severely Endangered,75.5,0.5467648356637809,language,,CA,Moose Cree
mopa1243,mopa1243,Mopan,mop,maya1287,North America,16.3533,-89.0673,BZ GT,63,Critically Endangered,89.3,0.1343677790108831,language,,BZ GT,Mopan
mora1239,mora1239,Moraid,msg,west1493,Papunesia,-1.04083,131.965,ID,33,Critically Endangered,86.6,0.0673736820483943,language,,ID,Moraid
mora1273,mora1273,Morawa,mze,mail1249,Papunesia,-10.1321,148.671,PG,249,Severely Endangered,76.8,0.4246277189502691,language,,PG,Morawa
morb1239,morb1239,Mor (Bomberai Peninsula),moq,,Papunesia,-2.85747,132.845,ID,0,Extinct,102.9,0.0,language,,ID,Mor (Bomberai Peninsula)
more1258,more1258,Moresada,msx,nucl1709,Papunesia,-4.57497,144.988,PG,13,Critically Endangered,95.3,0.2655758005061615,language,,PG,Moresada
more1259,more1259,Morelos Nahuatl,nhm,utoa1244,North America,18.9161,-99.1322,MX,1170,Definitely Endangered,52.3,0.7356562123052468,language,,MX,Morelos Nahuatl
more1262,more1262,Morerebi,xmo,unat1236,South America,-8.66822,-61.3858,BR,64,Critically Endangered,93.3,0.2440754975692838,language,,BR,Morerebi
mori1267,mori1267,Moriori,rrm,aust1307,Papunesia,-44.0,-176.5,NZ,1355,Definitely Endangered,65.3,0.7295755416349798,language,,NZ,Moriori
mori1268,mori1268,Mori Bawah,xmz,aust1307,Papunesia,-2.56016,121.37,ID,50,Critically Endangered,95.8,0.2438239726513548,language,,ID,Mori Bawah
mori1269,mori1269,Mori Atas,mzq,aust1307,Papunesia,-2.2555,121.035,ID,222,Severely Endangered,71.8,0.4590779389806051,language,,ID,Mori Atas
mori1271,mori1271,Morigi,mdb,kiwa1251,Papunesia,-7.62961,143.88,PG,128,Severely Endangered,82.1,0.3299398029923039,language,,PG,Morigi
mori1273,mori1273,Morike,,araw1281,South America,-5.634573,-73.126831,PE,7,Critically Endangered,81.2,0.1555951173677907,language,,PE,Morike
mori1278,mori1278,Morisyen,mfe,indo1319,Africa,-20.2613,57.5517,MU,509,Severely Endangered,72.9,0.598579409179093,language,,MU,Morisyen
morm1235,morm1235,Mor (Mor Islands),mhz,aust1307,Papunesia,-2.87055,135.95,ID,89,Critically Endangered,86.3,0.0273455766566467,language,,ID,Mor (Mor Islands)
moro1242,moro1242,Moroccan Sign Language,xms,sign1238,Africa,32.139,-7.69607,MA,84,Critically Endangered,86.8,0.2709950459689703,language,,MA,Moroccan Sign Language
moro1281,moro1281,Morom,bdo,cent2225,Africa,12.14611,17.64653,TD,22,Critically Endangered,87.0,0.1102134332612158,language,,TD,Morom
moro1284,moro1284,Morokodo,mgc,cent2225,Africa,5.5103,30.0229,SS,537,Severely Endangered,81.1,0.3272447308169285,language,,SS,Morokodo
moro1285,moro1285,Moro,mor,heib1242,Africa,10.9194,30.2138,SD,38,Critically Endangered,87.2,0.1605591829614855,language,,SD,Moro
moro1286,moro1286,Ande,mrp,aust1307,Papunesia,-15.3498,166.891,VU,324,Severely Endangered,71.7,0.587064766557847,language,,VU,Ande
moro1287,moro1287,Moronene,mqn,aust1307,Papunesia,-4.62361,121.824,ID,7,Critically Endangered,90.1,0.1617083254017851,language,,ID,Moronene
moro1289,moro1289,Marori,mok,,Papunesia,-8.5692,140.688,ID,18,Critically Endangered,89.9,0.128659674511626,language,,ID,Marori
moro1292,moro1292,Moroccan Arabic,ary,afro1255,Africa,32.5,-7.5,DZ EH MA,740,Severely Endangered,76.7,0.3058564803505527,language,,DZ EH MA,Moroccan Arabic
mort1237,mort1237,Mortlockese,mrl,aust1307,Papunesia,5.50735,153.710778,FM,282,Severely Endangered,83.0,0.596173123377157,language,,FM,Mortlockese
moru1253,moru1253,Moru,mgd,cent2225,Africa,5.1232,30.3287,SS,358,Severely Endangered,78.9,0.365529137238495,language,,SS,Moru
mose1249,mose1249,Mosetén-Chimané,cas,,South America,-14.64448,-67.83756,BO,47,Critically Endangered,87.3,0.2929591293237044,language,,BO,Mosetén-Chimané
mosi1247,mosi1247,Akie,mwy,nilo1247,Africa,-5.43471,37.1869,TZ,0,Extinct,101.6,0.0,language,,TZ,Akie
mosi1248,mosi1248,Mosimo,mqv,nucl1709,Papunesia,-4.95226,145.605,PG,350,Severely Endangered,76.4,0.3792574611442083,language,,PG,Mosimo
mosk1236,mosk1236,Moskona,mtj,east1459,Papunesia,-1.62201,133.145,ID,25,Critically Endangered,86.7,0.1306465082280034,language,,ID,Moskona
moss1236,moss1236,Mossi,mos,atla1278,Africa,11.95,-1.32,BF CI GH ML TG,640,Severely Endangered,75.5,0.3135575784761604,language,,BF CI GH ML TG,Mossi
mota1237,mota1237,Mota,mtt,aust1307,Papunesia,-13.835361,167.690924,VU,1544,Definitely Endangered,62.9,0.7001263651436015,language,,VU,Mota
motl1237,motl1237,Mwotlap,mlv,aust1307,Papunesia,-13.655015,167.706277,VU,325,Severely Endangered,71.8,0.3085562221121268,language,,VU,Mwotlap
motu1246,motu1246,Motu,meu,aust1307,Papunesia,-9.67492,147.424,PG,0,Extinct,95.3,0.0,language,,PG,Motu
mouk1239,mouk1239,Mouk-Aria,mwh,aust1307,Papunesia,-5.71155,149.158,PG,547,Severely Endangered,72.6,0.5245384283599293,language,,PG,Mouk-Aria
moun1252,moun1252,Mountain Koiali,kpx,koia1260,Papunesia,-9.06973,147.384,PG,45,Critically Endangered,88.3,0.1735542858391476,language,,PG,Mountain Koiali
mouw1234,mouw1234,Mouwase,jmw,tura1263,Papunesia,-7.442,143.808,PG,0,Extinct,97.9,0.0,language,,PG,Mouwase
movi1243,movi1243,Movima,mzp,,South America,-13.8115,-65.6348,BO,130,Severely Endangered,78.6,0.4777081595353616,language,,BO,Movima
moya1235,moya1235,Moyadan Itneg,ity,aust1307,Papunesia,17.4232,120.702,PH,855,Severely Endangered,80.0,0.5330232678804455,language,,PH,Moyadan Itneg
moyo1238,moyo1238,Moyon,nmo,sino1245,Eurasia,24.4793,94.3421,IN,24666,Vulnerable,50.1,0.8441402264610953,language,,IN,Moyon
moza1235,moza1235,Mozambican Sign Language,mzy,sign1238,Africa,-19.811,34.613,MZ,313,Severely Endangered,79.5,0.3591295840922,language,,MZ,Mozambican Sign Language
moza1249,moza1249,Mozarabic,mxi,indo1319,Eurasia,37.8763,-1.79724,ES,1903,Definitely Endangered,64.6,0.7692477090898495,language,,ES,Mozarabic
moza1251,moza1251,Mozambican Ngoni,xnq,atla1278,Africa,-12.923,38.892,MZ,0,Extinct,104.4,0.0,language,,MZ,Mozambican Ngoni
mpad1242,mpad1242,Mpade,mpi,afro1255,Africa,12.561391,14.446893,CM NG TD,11036,Vulnerable,33.1,0.821939190608414,language,,CM NG TD,Mpade
mpal1237,mpal1237,Mpalityanh-Luthigh,,pama1250,Australia,-12.16733589,142.4853284,AU,68,Critically Endangered,86.9,0.1659460958327447,language,,AU,Mpalityanh-Luthigh
mpam1239,mpam1239,Mpama,,atla1278,Africa,-0.739203,17.685662,CD,1087,Definitely Endangered,58.0,0.6651907666802295,language,,CD,Mpama
mpie1238,mpie1238,Mpiemo,mcx,atla1278,Africa,3.45776,15.5246,CF CG CM,323,Severely Endangered,80.7,0.3914508408802499,language,,CF CG CM,Mpiemo
mpii1239,mpii1239,Mpi,mpz,sino1245,Eurasia,18.1717,100.21,TH,120,Severely Endangered,67.4,0.354930373256522,language,,TH,Mpi
mpin1234,mpin1234,Mpinda,pnd,atla1278,Africa,-10.76,13.72,AO,493,Severely Endangered,82.8,0.4907381289066359,language,,AO,Mpinda
mpon1254,mpon1254,Mpongmpong,mgg,atla1278,Africa,3.14015,14.866,CG CM,1112,Definitely Endangered,65.0,0.7738952425646216,language,,CG CM,Mpongmpong
mpot1240,mpot1240,Mpoto,mpa,atla1278,Africa,-11.13767,34.71269,MW TZ,120,Severely Endangered,67.8,0.3037584124526145,language,,MW TZ,Mpoto
mpot1241,mpot1241,Mpotovoro,mvt,aust1307,Papunesia,-15.8988,167.232,VU,152,Severely Endangered,81.1,0.3952943363939083,language,,VU,Mpotovoro
mpra1235,mpra1235,Mpra,,atla1278,Africa,8.867,-1.25,GH,575,Severely Endangered,75.4,0.5461541249215276,language,,GH,Mpra
mpuo1241,mpuo1241,Mbuun,zmp,atla1278,Africa,-5.21134,19.4269,CD,131,Severely Endangered,75.0,0.50368931118131,language,,CD,Mbuun
mpur1239,mpur1239,Mpur,akc,,Papunesia,-0.7489,133.166,ID,12,Critically Endangered,91.5,0.0393386171293925,language,,ID,Mpur
mroc1235,mroc1235,Mro Chin,cmr,sino1245,Eurasia,19.71,93.995,MM,2627,Definitely Endangered,64.2,0.6793882775458123,language,,MM,Mro Chin
mruu1242,mruu1242,Mru,mro,sino1245,Eurasia,21.472,92.318,BD IN MM,2768,Definitely Endangered,54.8,0.7790464653087196,language,,BD IN MM,Mru
mser1242,mser1242,Mser,kqx,afro1255,Africa,11.9765,15.0373,CM TD,9,Critically Endangered,85.9,0.1872822726029088,language,,CM TD,Mser
mtir1235,mtir1235,Mt. Iriga Agta,agz,aust1307,Papunesia,13.4566,123.463,PH,273,Severely Endangered,82.0,0.5465883996164562,language,,PH,Mt. Iriga Agta
mtir1236,mtir1236,Mt. Iraya Agta,atl,aust1307,Papunesia,13.4588,123.552,PH,29,Critically Endangered,86.6,0.1548259192651379,language,,PH,Mt. Iraya Agta
mual1241,mual1241,Mualang,mtd,aust1307,Papunesia,0.31083,111.077,ID,123,Severely Endangered,71.5,0.3724871743762718,language,,ID,Mualang
muan1234,muan1234,Muangphe,,sino1245,Eurasia,23.631962,105.182285,CN,147,Severely Endangered,86.4,0.3280180464123058,language,,CN,Muangphe
muba1238,muba1238,Mubami,tsx,anim1240,Papunesia,-7.5501,142.998,PG,44,Critically Endangered,90.8,0.2157132058251318,language,,PG,Mubami
mubi1246,mubi1246,Mubi,mub,afro1255,Africa,12.6893,19.5902,TD,2233,Definitely Endangered,49.9,0.6092809036696322,language,,TD,Mubi
muda1235,muda1235,Muda,ymd,sino1245,Eurasia,21.95,100.6,CN,310,Severely Endangered,76.8,0.3946728118491026,language,,CN,Muda
mudb1240,mudb1240,Mudburra,dmw,pama1250,Australia,-16.7694,132.329,AU,0,Extinct,103.9,0.0,language,,AU,Mudburra
mudh1235,mudh1235,Mudhili Gadaba,gau,drav1251,Eurasia,18.276,83.378,IN,16,Critically Endangered,95.0,0.0832667429619987,language,,IN,Mudhili Gadaba
mudu1239,mudu1239,Muduga,udg,drav1251,Eurasia,11.062,76.5627,IN,840,Severely Endangered,78.6,0.3528152255939359,language,,IN,Muduga
mudu1241,mudu1241,Mudu Koraga,vmd,drav1251,Eurasia,12.6224,75.1061,IN,19,Critically Endangered,88.4,0.166259344097954,language,,IN,Mudu Koraga
mudu1242,mudu1242,Muduapa,wiv,aust1307,Papunesia,-4.69751,149.489,PG,127,Severely Endangered,66.5,0.5973627054820956,language,,PG,Muduapa
mufi1238,mufi1238,Mufian,aoj,nucl1708,Papunesia,-3.57932,142.955,PG,274,Severely Endangered,74.4,0.3664124217138746,language,,PG,Mufian
mugo1238,mugo1238,Mugom,muk,sino1245,Eurasia,29.59203,82.4549,CN IN NP,415,Severely Endangered,71.8,0.3256711577984377,language,,CN IN NP,Mugom
muin1242,muin1242,Muinane,bmr,bora1262,South America,-0.8652,-72.4249,CO,410,Severely Endangered,83.7,0.5434149127415343,language,,CO,Muinane
mukh1238,mukh1238,Mukha-Dora,mmk,drav1251,Eurasia,17.4467,81.5663,IN,32677,Vulnerable,31.5,0.8641700760080656,language,,IN,Mukha-Dora
mukl1234,mukl1234,Muklomic,,sino1245,Eurasia,27.626127,96.427282,IN,67620,Vulnerable,40.4,0.8532572832921206,language,,IN,Muklomic
muku1242,muku1242,Mukulu,moz,afro1255,Africa,11.8644,18.1822,TD,148,Severely Endangered,76.9,0.5200535890510527,language,,TD,Mukulu
mula1253,mula1253,Mulam,mlm,taik1256,Eurasia,24.8151,108.928,CN,801,Severely Endangered,75.4,0.4546953915109658,language,,CN,Mulam
mula1254,mula1254,Mulaha,mfw,kwal1257,Papunesia,-9.68333,147.45,PG,792,Severely Endangered,74.6,0.4549648843983853,language,,PG,Mulaha
mull1237,mull1237,Mullukmulluk,mpb,nort1547,Australia,-13.427,130.664,AU,2250,Definitely Endangered,65.7,0.6775281837091698,language,,AU,Mullukmulluk
mull1244,mull1244,Mullu Kurumba,kpb,drav1251,Eurasia,11.29,76.7,IN,555,Severely Endangered,84.4,0.5436802549429121,language,,IN,Mullu Kurumba
mulu1243,mulu1243,Muluridyi,vmu,pama1250,Australia,-17.0601,145.329,AU,0,Extinct,102.8,0.0,language,,AU,Muluridyi
mumm1238,mumm1238,Mum,kqa,nucl1709,Papunesia,-4.83462,145.059,PG,639,Severely Endangered,78.6,0.3454876345006191,language,,PG,Mum
muna1247,muna1247,Muna,mnb,aust1307,Papunesia,-5.40419,122.541,ID,661,Severely Endangered,79.1,0.4946165825393499,language,,ID,Muna
munc1235,munc1235,Mün Chin,mwq,sino1245,Eurasia,20.289,94.3929,MM,965,Severely Endangered,70.6,0.4810741134893133,language,,MM,Mün Chin
mund1320,mund1320,Mundari,unr,aust1305,Eurasia,23.03,85.85,BD IN NP,361,Severely Endangered,76.3,0.5763892440450515,language,,BD IN NP,Mundari
mund1321,mund1321,Munda,unx,book1242,Eurasia,25.0391,87.1792,IN,0,Extinct,104.5,0.0,language,,IN,Munda
mund1325,mund1325,Mundang,mua,atla1278,Africa,9.83195,14.4751,CM TD,61,Critically Endangered,86.8,0.1940864396522613,language,,CM TD,Mundang
mund1326,mund1326,Mündü,muh,atla1278,Africa,4.22755,29.9967,CD SS,413,Severely Endangered,77.6,0.36331847921452,language,,CD SS,Mündü
mund1327,mund1327,Mundani,mnf,atla1278,Africa,5.68073,9.91533,CM,771,Severely Endangered,77.0,0.5446630925673289,language,,CM,Mundani
mund1328,mund1328,Mundabli-Mufu,boe,atla1278,Africa,6.59969,10.2704,CM,2610,Definitely Endangered,65.8,0.7881987290759097,language,,CM,Mundabli-Mufu
mund1330,mund1330,Mundurukú,myu,tupi1275,South America,-8.41095,-57.691,BR,632,Severely Endangered,81.4,0.3999709180069201,language,,BR,Mundurukú
mund1334,mund1334,Mindat,mmf,afro1255,Africa,9.15151,8.76875,NG,520,Severely Endangered,85.7,0.380123047280364,language,,NG,Mindat
mung1266,mung1266,Mungaka,mhk,atla1278,Africa,5.89752,10.0294,CM,3979,Definitely Endangered,57.7,0.7872232165712101,language,,CM,Mungaka
mung1269,mung1269,Munggui,mth,aust1307,Papunesia,-1.66773,135.918,ID,29,Critically Endangered,94.5,0.0882761421007672,language,,ID,Munggui
mung1272,mung1272,Mungkip,mpv,nucl1709,Papunesia,-6.46208,146.747,PG,156,Severely Endangered,74.2,0.4036757525789378,language,,PG,Mungkip
muni1257,muni1257,Munit,mtc,nucl1709,Papunesia,-5.24329,145.548,PG,107,Severely Endangered,75.7,0.3211467176422816,language,,PG,Munit
muni1258,muni1258,Muniche,myr,,South America,-5.7441796,-76.426712,PE,1396,Definitely Endangered,62.4,0.7481776089037392,language,,PE,Muniche
munj1244,munj1244,Munji,mnj,indo1319,Eurasia,35.9321,70.9404,AF,248,Severely Endangered,78.9,0.5459792018187561,language,,AF,Munji
muns1251,muns1251,Munsee,umu,algi1248,North America,41.11,-74.17,CA US,89,Critically Endangered,87.8,0.0698259691858684,language,,CA US,Munsee
muon1246,muon1246,Muong,mtq,aust1305,Eurasia,20.7374,105.186,VN,17042,Vulnerable,26.6,0.8885294669370901,language,,VN,Muong
mura1271,mura1271,Muratayak,asx,nucl1709,Papunesia,-5.74416,146.54,PG,316,Severely Endangered,79.2,0.4465731172867265,language,,PG,Muratayak
mure1235,mure1235,Mure,,,South America,-13.636709,-62.2020909,BO,72,Critically Endangered,89.0,0.0792285613347265,language,,BO,Mure
muri1259,muri1259,Murik (Malaysia),mxr,aust1307,Papunesia,3.7519,114.434,MY,283,Severely Endangered,68.8,0.4770931018406391,language,,MY,Murik (Malaysia)
muri1260,muri1260,Murik (Papua New Guinea),mtf,lowe1423,Papunesia,-3.86959,144.166,PG,412,Severely Endangered,84.0,0.4726809184119699,language,,PG,Murik (Papua New Guinea)
murk1238,murk1238,Murkim,rmh,lepk1239,Papunesia,-4.07548,140.913,ID,5,Critically Endangered,81.5,0.0999404658848244,language,,ID,Murkim
murl1244,murl1244,Murle,mur,surm1244,Africa,6.69756,33.988,ET SS,214,Severely Endangered,74.3,0.4965996914259749,language,,ET SS,Murle
murp1234,murp1234,Mur Pano,tkv,aust1307,Papunesia,-5.6642,146.522,PG,358,Severely Endangered,70.2,0.5383198512593976,language,,PG,Mur Pano
murr1258,murr1258,Murriny Patha,mwf,sout2772,Australia,-14.74852,129.70152,AU,72,Critically Endangered,83.4,0.2146334752455935,language,,AU,Murriny Patha
murs1242,murs1242,Mursi,muz,surm1244,Africa,5.69801,36.0971,ET,78,Critically Endangered,80.7,0.1121651960730179,language,,ET,Mursi
muru1266,muru1266,Muruwari,zmu,pama1250,Australia,-28.9618,146.546,AU,109,Severely Endangered,86.8,0.5451428926422299,language,,AU,Muruwari
muru1273,muru1273,Murupi,mqw,nucl1709,Papunesia,-5.0245,145.606,PG,16,Critically Endangered,90.5,0.1994454095191855,language,,PG,Murupi
muru1274,muru1274,Murui Huitoto,huu,huit1251,South America,-1.13669,-73.8331,CO PE,109,Severely Endangered,74.5,0.3851967767293277,language,,CO PE,Murui Huitoto
musa1263,musa1263,Musasa,smm,indo1319,Eurasia,26.7329,87.5304,NP,1915,Definitely Endangered,55.7,0.773071294876082,language,,NP,Musasa
musa1265,musa1265,Hember Avu,mmi,nucl1709,Papunesia,-4.70258,145.413,PG,3,Critically Endangered,89.8,0.0082244576349817,language,,PG,Hember Avu
musa1266,musa1266,Aisi,mmq,nucl1709,Papunesia,-5.37407,145.197,PG,6,Critically Endangered,93.4,0.1936992340266886,language,,PG,Aisi
muse1242,muse1242,Musey,mse,afro1255,Africa,9.81612,15.4115,CM TD,140,Severely Endangered,79.0,0.4596211864311028,language,,CM TD,Musey
musg1254,musg1254,Musgu,mug,afro1255,Africa,10.8439,15.1065,CM TD,1051,Definitely Endangered,46.2,0.7353504069701586,language,,CM TD,Musgu
musi1241,musi1241,Musi,mui,aust1307,Papunesia,-2.93987,103.945,ID,253,Severely Endangered,81.8,0.4575866728939444,language,,ID,Musi
musk1256,musk1256,Muskum,mje,afro1255,Africa,11.5697,15.4113,TD,66,Critically Endangered,87.0,0.2882717187965785,language,,TD,Muskum
musl1236,musl1236,Muslim Tat,ttt,indo1319,Eurasia,41.425062,46.645589,AZ IR RU,11603,Vulnerable,41.2,0.8339478562175935,language,,AZ IR RU,Muslim Tat
muso1238,muso1238,Musom,msu,aust1307,Papunesia,-6.53817,146.93,PG,2739,Definitely Endangered,66.8,0.6556047374295711,language,,PG,Musom
muss1246,muss1246,Mussau-Emira,emi,aust1307,Papunesia,-1.44105,149.624,PG,72,Critically Endangered,94.0,0.0830548034639232,language,,PG,Mussau-Emira
muth1236,muth1236,Muthuvan,muv,drav1251,Eurasia,10.3524,76.7328,IN,0,Extinct,102.4,0.0,language,,IN,Muthuvan
muts1243,muts1243,Mutsun,css,miwo1274,North America,36.84721,-121.44911,US,11346,Vulnerable,45.0,0.8493325675327371,language,,US,Mutsun
mutu1242,mutu1242,Mutu,tuc,aust1307,Papunesia,-5.79405,148.014,PG,80,Critically Endangered,97.0,0.199236499275245,language,,PG,Mutu
muya1243,muya1243,Muyang,muy,afro1255,Africa,10.86047,14.21246,CM,0,Extinct,96.4,0.0,language,,CM,Muyang
muyu1244,muyu1244,Muyuw,myw,aust1307,Papunesia,-9.195,152.731,PG,154,Severely Endangered,65.6,0.3241302225445196,language,,PG,Muyuw
muzi1235,muzi1235,Muzi,ymz,sino1245,Eurasia,23.086,103.464,CN,3914,Definitely Endangered,70.5,0.7827204971800567,language,,CN,Muzi
mvan1238,mvan1238,Mvano,mcj,atla1278,Africa,6.75724,11.1843,NG,60,Critically Endangered,90.2,0.0038286564371024,language,,NG,Mvano
mvub1239,mvub1239,Mvuba,mxh,cent2225,Africa,0.7398,29.6656,CD UG,929,Severely Endangered,74.8,0.5776831165287303,language,,CD UG,Mvuba
mwag1236,mwag1236,Mwaghavul,sur,afro1255,Africa,9.47205,8.96522,NG,4692,Definitely Endangered,71.7,0.6477108361426659,language,,NG,Mwaghavul
mwal1237,mwal1237,Mwali Comorian,wlc,atla1278,Africa,-12.3164,43.741,KM,145,Severely Endangered,80.0,0.4987254195377638,language,,KM,Mwali Comorian
mwan1247,mwan1247,Mwani,wmw,atla1278,Africa,-12.5821,40.4601,MZ,0,Extinct,104.0,0.0,language,,MZ,Mwani
mwan1250,mwan1250,Mwan,moa,mand1469,Africa,7.87533,-5.94577,CI,175,Severely Endangered,76.1,0.3106066111640654,language,,CI,Mwan
mwat1237,mwat1237,Mwatebu,mwa,aust1307,Papunesia,-10.0271,151.066,PG,235,Severely Endangered,73.9,0.4850215893283225,language,,PG,Mwatebu
mwer1247,mwer1247,Mwera (Nyasa),mjh,atla1278,Africa,-11.3304,34.8959,MW TZ,603,Severely Endangered,86.5,0.3808346101438985,language,,MW TZ,Mwera (Nyasa)
mwer1248,mwer1248,Mwera (Chimwera),mwe,atla1278,Africa,-9.75639,38.8762,TZ,768,Severely Endangered,81.3,0.3598605611874935,language,,TZ,Mwera (Chimwera)
mwes1234,mwes1234,Mwesa,,atla1278,Africa,0.086134,13.30037,GA,0,Extinct,98.4,0.0,language,,GA,Mwesa
mwim1241,mwim1241,Mwimbi-Muthambi,mws,atla1278,Africa,-0.11968,37.5939,KE,458,Severely Endangered,82.3,0.3189206599954136,language,,KE,Mwimbi-Muthambi
myce1241,myce1241,Achaean Greek,gmy,indo1319,Eurasia,37.73,22.82,GR,53650,Vulnerable,40.6,0.889282257136978,language,,GR,Achaean Greek
myen1241,myen1241,Myene,mye,atla1278,Africa,-1.48741,9.50247,GA,377,Severely Endangered,78.1,0.5786125142097006,language,,GA,Myene
mzie1235,mzie1235,Mzieme Naga,nme,sino1245,Eurasia,25.4779,93.71,IN,3976,Definitely Endangered,51.2,0.7654127356210441,language,,IN,Mzieme Naga
naaa1245,naaa1245,Na,nbt,sino1245,Eurasia,28.431524,93.248908,IN,280,Severely Endangered,69.7,0.3882123943910347,language,,IN,Na
naab1241,naab1241,Naaba,nao,sino1245,Eurasia,27.6926,87.3409,NP,33903,Vulnerable,35.6,0.8000106641994307,language,,NP,Naaba
naas1242,naas1242,Naasioi,nas,sout2948,Papunesia,-6.46022,155.632,PG,46,Critically Endangered,94.0,0.0723101936247345,language,,PG,Naasioi
naba1253,naba1253,Naba,mne,cent2225,Africa,12.7868,18.0777,TD,7140,Definitely Endangered,63.5,0.7175307953485274,language,,TD,Naba
naba1256,naba1256,Nabak,naf,nucl1709,Papunesia,-6.42709,146.966,PG,18,Critically Endangered,87.4,0.0989882604694794,language,,PG,Nabak
